,url,label,fname,fsize,error,time
21,http://healthypetsslc.com,BRAND OWNED,ealthypetsslc_com,48234,[Errno 2] No such file or directory: '../data/sample_data/htmls/ealthypetsslc_com',0.6605510980589315
22,http://thewholedog.com,BRAND OWNED,ewholedog_com,127970,[Errno 2] No such file or directory: '../data/sample_data/htmls/ewholedog_com',1.0735439620912075
23,http://ryanandrose.co,BRAND OWNED,ryanandrose_co,113662,[Errno 2] No such file or directory: '../data/sample_data/htmls/ryanandrose_co',1.1436242940835655
24,http://naturalarearugs.com,BRAND OWNED,naturalarearugs_com,762604,[Errno 2] No such file or directory: '../data/sample_data/htmls/naturalarearugs_com',1.7230328610166907
25,http://rogueeurope.eu,BRAND OWNED,rogueeurope_eu,343476,[Errno 2] No such file or directory: '../data/sample_data/htmls/rogueeurope_eu',2.9114864150760695
26,http://sundayschoolkids.com,BRAND OWNED,undayschoolkids_com,38804,[Errno 2] No such file or directory: '../data/sample_data/htmls/undayschoolkids_com',5.810011368012056
27,http://manhattantoy.com,BRAND OWNED,manhattantoy_com,233328,[Errno 2] No such file or directory: '../data/sample_data/htmls/manhattantoy_com',2.264700644998811
28,http://bewaterforlife.org,BRAND OWNED,bewaterforlife_org,277570,[Errno 2] No such file or directory: '../data/sample_data/htmls/bewaterforlife_org',4.969254199066199
29,http://gaggia.com,BRAND OWNED,gaggia_com,131826,[Errno 2] No such file or directory: '../data/sample_data/htmls/gaggia_com',3.916775575024076
30,http://hanes.com,BRAND OWNED,anes_com,742564,[Errno 2] No such file or directory: '../data/sample_data/htmls/anes_com',0.70209323707968
31,http://us.topshop.com,BRAND OWNED,us_topshop_com,962540,[Errno 2] No such file or directory: '../data/sample_data/htmls/us_topshop_com',0.5661778470966965
32,http://helinox.com,BRAND OWNED,elinox_com,109270,[Errno 2] No such file or directory: '../data/sample_data/htmls/elinox_com',1.4704131190665066
33,http://crystalrugged.com,BRAND OWNED,crystalrugged_com,137336,[Errno 2] No such file or directory: '../data/sample_data/htmls/crystalrugged_com',2.594303090008907
34,http://drivinglaws.aaa.com,BRAND OWNED,drivinglaws_aaa_com,235780,[Errno 2] No such file or directory: '../data/sample_data/htmls/drivinglaws_aaa_com',1.2447897330857813
35,http://nighttechgear.com,BRAND OWNED,nighttechgear_com,159110,[Errno 2] No such file or directory: '../data/sample_data/htmls/nighttechgear_com',0.5927992060314864
36,http://justcreative.com,BRAND OWNED,justcreative_com,246518,[Errno 2] No such file or directory: '../data/sample_data/htmls/justcreative_com',1.9283424620516598
37,http://homesciencetools.com,BRAND OWNED,omesciencetools_com,479832,[Errno 2] No such file or directory: '../data/sample_data/htmls/omesciencetools_com',1.8622952110599726
38,http://bigtoysgreencountry.com,BRAND OWNED,bigtoysgreencountry_com,73318,[Errno 2] No such file or directory: '../data/sample_data/htmls/bigtoysgreencountry_com',0.7760437190299854
39,http://confluencefc.com,BRAND OWNED,confluencefc_com,53552,[Errno 2] No such file or directory: '../data/sample_data/htmls/confluencefc_com',2.790619421051815
40,http://obsessionbows.com,BRAND OWNED,obsessionbows_com,96400,[Errno 2] No such file or directory: '../data/sample_data/htmls/obsessionbows_com',3.194084373069927
41,http://blueplaneteyewear.com,BRAND OWNED,blueplaneteyewear_com,200704,[Errno 2] No such file or directory: '../data/sample_data/htmls/blueplaneteyewear_com',1.6388270510360599
42,http://writingassist.com,BRAND OWNED,ritingassist_com,248816,[Errno 2] No such file or directory: '../data/sample_data/htmls/ritingassist_com',4.33651357004419
43,http://newportvessels.com,BRAND OWNED,newportvessels_com,66442,[Errno 2] No such file or directory: '../data/sample_data/htmls/newportvessels_com',1.1730310911079869
44,http://wes-inc.com,BRAND OWNED,es-inc_com,99350,[Errno 2] No such file or directory: '../data/sample_data/htmls/es-inc_com',1.4220679990248755
45,http://grovtec.com,BRAND OWNED,grovtec_com,229560,[Errno 2] No such file or directory: '../data/sample_data/htmls/grovtec_com',1.1125418670708314
46,http://doublepranch.com,BRAND OWNED,doublepranch_com,97362,[Errno 2] No such file or directory: '../data/sample_data/htmls/doublepranch_com',4.207146867061965
47,http://loftysleep.com,BRAND OWNED,loftysleep_com,113628,[Errno 2] No such file or directory: '../data/sample_data/htmls/loftysleep_com',1.4895392950857058
48,http://selectregistry.com,BRAND OWNED,electregistry_com,245068,[Errno 2] No such file or directory: '../data/sample_data/htmls/electregistry_com',2.9437648630701005
49,http://power-solutions.com,BRAND OWNED,ower-solutions_com,256062,[Errno 2] No such file or directory: '../data/sample_data/htmls/ower-solutions_com',1.6467323109973222
50,http://heytvm.com,BRAND OWNED,eytvm_com,72711,[Errno 2] No such file or directory: '../data/sample_data/htmls/eytvm_com',0.8858857810264453
51,http://museumhack.com,BRAND OWNED,museumhack_com,95244,[Errno 2] No such file or directory: '../data/sample_data/htmls/museumhack_com',0.29093445709440857
52,http://fitnessmachinetechnicians.com,BRAND OWNED,fitnessmachinetechnicians_com,137074,[Errno 2] No such file or directory: '../data/sample_data/htmls/fitnessmachinetechnicians_com',2.0579586210660636
53,http://e-rigging.com,BRAND OWNED,e-rigging_com,72810,[Errno 2] No such file or directory: '../data/sample_data/htmls/e-rigging_com',2.738653297070414
54,http://avon.com,BRAND OWNED,avon_com,1844040,[Errno 2] No such file or directory: '../data/sample_data/htmls/avon_com',3.272464759997092
55,http://janefriedman.com,BRAND OWNED,janefriedman_com,318042,[Errno 2] No such file or directory: '../data/sample_data/htmls/janefriedman_com',1.4570525040617213
56,http://blogs.rdxsports.com,BRAND OWNED,blogs_rdxsports_com,160276,[Errno 2] No such file or directory: '../data/sample_data/htmls/blogs_rdxsports_com',2.0854491150239483
57,http://currenthometechnologies.com,BRAND OWNED,currenthometechnologies_com,155112,[Errno 2] No such file or directory: '../data/sample_data/htmls/currenthometechnologies_com',0.4792815300170332
58,http://rigginginstitute.com,BRAND OWNED,rigginginstitute_com,178688,[Errno 2] No such file or directory: '../data/sample_data/htmls/rigginginstitute_com',2.5176532031036913
59,http://balledds.com,BRAND OWNED,balledds_com,821120,[Errno 2] No such file or directory: '../data/sample_data/htmls/balledds_com',0.8497056351043284
60,http://traveler.marriott.com,BRAND OWNED,raveler_marriott_com,118389,[Errno 2] No such file or directory: '../data/sample_data/htmls/raveler_marriott_com',1.2384526710957289
61,http://status.co,BRAND OWNED,atus_co,250540,[Errno 2] No such file or directory: '../data/sample_data/htmls/atus_co',1.8229235280305147
62,http://dallasrugs.com,BRAND OWNED,dallasrugs_com,165108,[Errno 2] No such file or directory: '../data/sample_data/htmls/dallasrugs_com',3.4168327670777217
63,http://schwinnbikes.com,BRAND OWNED,chwinnbikes_com,113296,[Errno 2] No such file or directory: '../data/sample_data/htmls/chwinnbikes_com',1.2542986690532416
64,http://modshop1.com,BRAND OWNED,modshop1_com,165298,[Errno 2] No such file or directory: '../data/sample_data/htmls/modshop1_com',0.6893833350623026
65,http://troutbum2.com,BRAND OWNED,routbum2_com,79980,[Errno 2] No such file or directory: '../data/sample_data/htmls/routbum2_com',1.3870523429941386
66,http://churchsupplywarehouse.com,BRAND OWNED,churchsupplywarehouse_com,186889,[Errno 2] No such file or directory: '../data/sample_data/htmls/churchsupplywarehouse_com',2.1941155650420114
67,http://6397news.com,BRAND OWNED,6397news_com,343728,[Errno 2] No such file or directory: '../data/sample_data/htmls/6397news_com',2.9989725530613214
68,http://blog.vinesse.com,BRAND OWNED,blog_vinesse_com,126474,[Errno 2] No such file or directory: '../data/sample_data/htmls/blog_vinesse_com',2.3658981550252065
69,http://scorpiustactical.com,BRAND OWNED,corpiustactical_com,70228,[Errno 2] No such file or directory: '../data/sample_data/htmls/corpiustactical_com',1.930009211995639
70,http://spellbrand.com,BRAND OWNED,ellbrand_com,0,None,0.6579727930948138
71,http://biopdf.com,BRAND OWNED,biopdf_com,18212,[Errno 2] No such file or directory: '../data/sample_data/htmls/biopdf_com',2.22674909804482
72,http://adv-bio.com,BRAND OWNED,adv-bio_com,47273,[Errno 2] No such file or directory: '../data/sample_data/htmls/adv-bio_com',1.2473229770548642
73,http://fabglassandmirror.com,BRAND OWNED,fabglassandmirror_com,387660,[Errno 2] No such file or directory: '../data/sample_data/htmls/fabglassandmirror_com',1.8459903351031244
74,http://champion.com,BRAND OWNED,champion_com,412848,[Errno 2] No such file or directory: '../data/sample_data/htmls/champion_com',2.740562261082232
75,http://workitdaily.com,BRAND OWNED,orkitdaily_com,676950,[Errno 2] No such file or directory: '../data/sample_data/htmls/orkitdaily_com',2.2251063300063834
76,http://eventdecordirect.com,BRAND OWNED,eventdecordirect_com,757240,[Errno 2] No such file or directory: '../data/sample_data/htmls/eventdecordirect_com',1.8335800661006942
77,http://marcypro.com,BRAND OWNED,marcypro_com,266722,[Errno 2] No such file or directory: '../data/sample_data/htmls/marcypro_com',1.3378767491085455
78,http://skydivegeorgia.com,BRAND OWNED,kydivegeorgia_com,529086,[Errno 2] No such file or directory: '../data/sample_data/htmls/kydivegeorgia_com',1.8828362120548263
79,http://joseph-fashion.com,BRAND OWNED,joseph-fashion_com,200515,[Errno 2] No such file or directory: '../data/sample_data/htmls/joseph-fashion_com',4.946832693996839
80,http://drinkbai.com,BRAND OWNED,drinkbai_com,80620,[Errno 2] No such file or directory: '../data/sample_data/htmls/drinkbai_com',0.7239701329963282
81,http://nationalautismresources.com,BRAND OWNED,nationalautismresources_com,89841,[Errno 2] No such file or directory: '../data/sample_data/htmls/nationalautismresources_com',1.5940285340184346
82,http://blog.priceplow.com,BRAND OWNED,blog_priceplow_com,427240,[Errno 2] No such file or directory: '../data/sample_data/htmls/blog_priceplow_com',1.6980832230765373
83,http://moneysmartfamily.com,BRAND OWNED,moneysmartfamily_com,121796,[Errno 2] No such file or directory: '../data/sample_data/htmls/moneysmartfamily_com',1.0912389820441604
84,http://spellzone.com,BRAND OWNED,ellzone_com,37264,[Errno 2] No such file or directory: '../data/sample_data/htmls/ellzone_com',2.121403027093038
85,http://slingpilotacademy.com,BRAND OWNED,lingpilotacademy_com,257258,[Errno 2] No such file or directory: '../data/sample_data/htmls/lingpilotacademy_com',4.566041993093677
86,http://landscaperct.com,BRAND OWNED,landscaperct_com,7750,[Errno 2] No such file or directory: '../data/sample_data/htmls/landscaperct_com',3.9101743090432137
87,http://southwestern.com,BRAND OWNED,outhwestern_com,225520,[Errno 2] No such file or directory: '../data/sample_data/htmls/outhwestern_com',0.5371345260646194
88,http://hoffmanrichter.com,BRAND OWNED,hoffmanrichter_com,38072,[Errno 2] No such file or directory: '../data/sample_data/htmls/hoffmanrichter_com',0.4132224681088701
89,http://blog.caninecaviar.com,BRAND OWNED,blog_caninecaviar_com,84108,[Errno 2] No such file or directory: '../data/sample_data/htmls/blog_caninecaviar_com',1.1642434360692278
90,http://preppi.co,BRAND OWNED,reppi_co,148394,[Errno 2] No such file or directory: '../data/sample_data/htmls/reppi_co',0.9269709230866283
91,http://slipcovershop.com,BRAND OWNED,lipcovershop_com,214904,[Errno 2] No such file or directory: '../data/sample_data/htmls/lipcovershop_com',1.7044441651087254
92,http://keepersportsproducts.com,BRAND OWNED,keepersportsproducts_com,137328,[Errno 2] No such file or directory: '../data/sample_data/htmls/keepersportsproducts_com',2.288944752071984
93,http://mcleodhistory.pastperfectonline.com,BRAND OWNED,mcleodhistory_pastperfectonline_com,8652,[Errno 2] No such file or directory: '../data/sample_data/htmls/mcleodhistory_pastperfectonline_com',1.3434167969971895
94,http://heavymetalbarbellclub.com,BRAND OWNED,eavymetalbarbellclub_com,328772,[Errno 2] No such file or directory: '../data/sample_data/htmls/eavymetalbarbellclub_com',1.6852476170752198
95,http://cueandcase.com,BRAND OWNED,cueandcase_com,309560,[Errno 2] No such file or directory: '../data/sample_data/htmls/cueandcase_com',1.2203483720077202
96,http://gowithsignature.com,BRAND OWNED,gowithsignature_com,158766,[Errno 2] No such file or directory: '../data/sample_data/htmls/gowithsignature_com',0.7670015790499747
97,http://crossfitimpulse.com,BRAND OWNED,crossfitimpulse_com,40926,[Errno 2] No such file or directory: '../data/sample_data/htmls/crossfitimpulse_com',1.8083191521000117
98,http://sportrock.com,BRAND OWNED,ortrock_com,71828,[Errno 2] No such file or directory: '../data/sample_data/htmls/ortrock_com',0.5789523631101474
